,INSTITUICAO_ENSINO_ALUNO,NOME,IDADE_ALUNO,ANOS_PM,FASE_TURMA,PONTO_VIRADA,INDE,INDE_CONCEITO,PEDRA,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,IAA,IEG,IPS,IDA,IPP,IPV,IAN,Ano,FASE,TURMA,SINALIZADOR_INGRESSANTE,REC_EQUIPE_1,REC_EQUIPE_2,REC_EQUIPE_3,REC_EQUIPE_4,NIVEL_IDEAL,DEFASAGEM,ANO_INGRESSO,BOLSISTA,CG,CF,CT,NOTA_PORT,NOTA_MAT,NOTA_ING,QTD_AVAL,REC_AVA_1,REC_AVA_2,REC_AVA_3,REC_AVA_4,INDICADO_BOLSA
67,Escola Pública,ALUNO-125,10.0,0.0,1C,Não,7.187502,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9.0,7.5,5.0,7.708333333333334,7.333333333333333,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
68,Escola Pública,ALUNO-128,9.0,1.0,0G,Não,5.854169000000001,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.41668,10.0,5.625,5.5,2.5,3.500005,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
69,Escola Pública,ALUNO-132,14.0,3.0,4F,Não,7.344792,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,6.5,7.5,6.0,8.28125,6.95833,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
70,Escola Pública,ALUNO-133,10.0,1.0,0D,Não,8.428752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,9.8,7.5,10.0,7.1875,7.5,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
71,Escola Pública,ALUNO-135,9.0,1.0,1A,Não,7.798752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,8.4,7.5,6.5,7.1875,7.25,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
72,Escola Pública,ALUNO-136,16.0,2.0,5A,Não,4.643056,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,4.0,4.375,2.0,6.666666666666667,5.444446666666667,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
73,Escola Pública,ALUNO-139,17.0,0.0,5L,Não,6.105834000000001,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,5.8,7.5,4.333333333333333,8.125,5.499996666666667,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
74,Rede Decisão/União,ALUNO-145,17.0,1.0,7B,Sim,8.345001166666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,9.1,7.5,7.333333333333333,7.5,8.8333375,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
75,Escola Pública,ALUNO-146,9.0,2.0,1C,Não,6.385835333333334,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.00002,7.2,7.5,0.0,7.291666666666667,7.333333333333333,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
76,Escola Pública,ALUNO-147,13.0,1.0,2C,Não,5.934724000000001,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,8.0,7.5,0.0,7.291666666666667,7.277776666666666,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
77,Escola Pública,ALUNO-149,16.0,1.0,6B,Não,7.131667,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,8.7,5.625,3.0,8.125,8.333335,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
78,Escola Pública,ALUNO-151,11.0,1.0,1R,Não,8.238891333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.5,7.5,7.5,9.166666666666666,8.611113333333334,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
79,Rede Decisão/União,ALUNO-152,11.0,1.0,3B,Não,7.963542166666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.24999,9.0,7.5,6.333333333333333,7.96875,8.6250075,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
80,Rede Decisão/União,ALUNO-153,13.0,3.0,4F,Sim,8.167711833333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.0,7.5,4.666666666666667,8.59375,9.1250075,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
81,Escola Pública,ALUNO-154,10.0,1.0,1M,Não,5.8845849999999995,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,7.1,7.5,0.0,7.8125,7.916665,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
82,Rede Decisão/União,ALUNO-156,12.0,2.0,2J,Não,7.1105566666666675,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91668,8.9,7.5,5.0,6.666666666666667,8.11111,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
83,Escola Pública,ALUNO-157,10.0,1.0,1H,Não,7.177224000000001,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,6.4,7.5,6.75,7.916666666666668,7.777776666666667,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
84,Escola Pública,ALUNO-158,14.0,2.0,3E,Não,6.064722,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,5.9,3.75,5.0,7.708333333333334,6.611103333333333,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
85,Escola Pública,ALUNO-160,10.0,2.0,1H,Não,4.478057333333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,2.3,5.0,0.0,7.291666666666667,7.444443333333333,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
86,Estácio,ALUNO-161,18.0,4.0,8A,,8.891667,B,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,7.91667,10.0,7.5,9.0,0.0,0.0,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
87,Escola Pública,ALUNO-162,10.0,2.0,1B,Não,7.953752000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.8,7.5,8.5,8.4375,7.75,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
88,Escola Pública,ALUNO-163,12.0,3.0,1G,Não,6.440002,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.50002,8.2,5.0,6.25,2.5,7.75,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
89,Escola Pública,ALUNO-164,10.0,1.0,1D,Não,7.708752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.7,7.5,7.5,7.1875,7.75,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
90,Escola Pública,ALUNO-165,11.0,1.0,0G,Não,8.431252,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,10.0,7.5,10.0,7.8125,7.5,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
91,Escola Pública,ALUNO-168,11.0,1.0,1J,Não,8.082224,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,8.8,7.5,8.5,7.5,8.11111,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
92,Escola Pública,ALUNO-169,8.0,0.0,0E,Não,7.800001000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,5.0,10.0,2.5,5.749995,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
93,Escola Pública,ALUNO-173,16.0,4.0,5G,Não,3.7383341666666663,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,0.9,3.125,2.8333333333333335,5.625,4.1250025,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
94,Einstein,ALUNO-174,15.0,3.0,5X,,7.921668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,10.0,5.625,7.2,0.0,0.0,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
95,Escola Pública,ALUNO-183,11.0,2.0,0E,Não,7.862503,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,10.0,8.125,10.0,2.5,7.000005,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
96,Escola Pública,ALUNO-184,9.0,2.0,1H,Não,8.257224,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.00002,8.3,7.5,7.5,7.916666666666668,7.777776666666667,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
97,Escola Pública,ALUNO-186,16.0,0.0,3J,Não,6.314166333333334,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,5.8,7.5,5.666666666666667,8.125,6.66666,2.5,2020,,,,,,,,,,,,,,,,,,,,,,,
98,Escola Pública,ALUNO-187,10.0,0.0,2G,Não,6.41389,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,8.0,7.5,0.0,7.916666666666667,7.111106666666665,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
99,Escola Pública,ALUNO-188,13.0,2.0,3C,Sim,7.744167,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.08333,4.7,7.5,9.0,8.125,8.66667,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
100,Escola Pública,ALUNO-189,10.0,0.0,1C,Não,7.2558353333333345,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,8.3,5.0,8.0,7.291666666666667,7.333333333333333,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
101,Rede Decisão/União,ALUNO-190,17.0,3.0,7B,Sim,8.733751333333334,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.2,6.875,7.666666666666667,9.0625,9.666670000000002,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
102,Escola Pública,ALUNO-192,11.0,2.0,1H,Não,4.854723333333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.41668,5.1,5.0,0.0,6.041666666666666,7.444443333333333,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
103,Escola Pública,ALUNO-193,13.0,4.0,3F,Sim,8.539168666666667,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.8,5.0,7.0,8.125,9.333333333333332,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
104,Rede Decisão/União,ALUNO-194,17.0,3.0,6A,Não,7.1214596666666665,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,8.3,6.875,6.333333333333333,7.65625,7.04167,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
105,Escola Pública,ALUNO-197,12.0,1.0,3F,Não,8.832500666666666,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.6,7.5,8.666666666666666,8.958333333333332,8.5,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
106,Escola Pública,ALUNO-198,16.0,3.0,6A,Não,5.518958,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0.0,6.1,5.625,4.5,5.78125,6.291665,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
107,Escola Pública,ALUNO-199,14.0,1.0,3C,Não,6.658610666666666,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.25,4.8,7.5,7.666666666666667,8.125,7.388886666666666,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
108,Escola Pública,ALUNO-200,13.0,4.0,4F,Não,7.355834833333334,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,5.8,7.5,5.666666666666667,8.125,8.5416725,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
109,Escola Pública,ALUNO-201,14.0,1.0,3L,Não,7.718541500000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.08333,9.4,7.5,8.0,7.96875,7.4166675,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
110,Escola Pública,ALUNO-202,12.0,2.0,2R,Não,3.7799986666666663,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0.0,2.9,6.875,0.0,6.458333333333334,6.833326666666666,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
111,Escola Pública,ALUNO-206,16.0,2.0,6B,Não,5.2162495,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0.0,4.3,7.5,2.0,7.8125,7.1249975,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
112,Escola Pública,ALUNO-208,11.0,0.0,2D,Não,7.842502,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.4,7.5,5.0,8.125,7.5,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
113,Escola Pública,ALUNO-209,9.0,1.0,0H,Sim,9.075004,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,10.0,6.25,10.0,10.0,10.00001,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
114,Rede Decisão/União,ALUNO-210,13.0,3.0,5B,Não,8.213058666666669,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.1,7.5,5.666666666666667,8.541666666666666,8.277783333333332,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
115,Escola Pública,ALUNO-212,8.0,1.0,0H,Não,6.345836,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.41668,10.0,4.375,7.0,2.5,2.5833399999999997,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
116,Escola Pública,ALUNO-213,12.0,2.0,2P,Não,8.081669333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9.7,5.0,9.0,8.749999999999998,7.833336666666668,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
117,Escola Pública,ALUNO-215,9.0,1.0,1A,Não,8.874585000000002,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.50002,9.3,7.5,10.0,7.8125,7.666665,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
118,UNISA,ALUNO-216,18.0,1.0,8A,,5.960001,D,Quartzo,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Ponto a melhorar em 2021: As suas notas na Faculdade.,,8.75001,0.0,5.625,7.4,0.0,0.0,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
119,Escola Pública,ALUNO-217,9.0,1.0,1B,Sim,8.942503,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,9.4,7.5,9.5,8.125,9.000005,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
120,Escola Pública,ALUNO-219,11.0,1.0,2M,Não,7.832084999999999,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.50002,7.9,8.75,5.0,8.4375,7.916665,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
121,Escola Pública,ALUNO-222,8.0,1.0,1F,Não,8.478752,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,7.8,7.5,9.5,7.1875,8.25,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
122,Escola Pública,ALUNO-223,10.0,1.0,1E,Não,6.59278,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,5.2,6.875,5.0,8.541666666666668,8.055556666666668,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
123,Escola Pública,ALUNO-225,14.0,4.0,4B,Não,8.845558333333333,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.58335,9.7,7.5,8.333333333333334,8.749999999999998,8.277783333333334,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
124,Rede Decisão/União,ALUNO-226,11.0,2.0,2G,Não,7.849446666666667,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,7.4,5.625,7.5,8.125,8.222223333333332,10.0,2020,,,,,,,,,,,,,,,,,,,,,,,
125,Escola Pública,ALUNO-227,15.0,0.0,3L,Não,5.981250166666666,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,3.0,7.5,6.333333333333333,7.8125,6.0416625,5.0,2020,,,,,,,,,,,,,,,,,,,,,,,
